Table 9
Voyager 1 Intensities of Z > 2 Nuclei

Z	E_min	E_max	J	        sig		sys		Counts	TT	Z	E_min	E_max	J	        sig	        sys	        Counts	TT	
5	95.0	117.3	5.70e-03	6.56e-04	2.85e-04	93.0	3	13	121.0	163.0	5.30e-04	1.18e-04	2.65e-05	21.1	2	
6	5.4	6.4	1.79e-02	3.04e-03	8.95e-04	38.0	1	13	87.0	214.0	6.96e-04	8.31e-05	3.48e-05	85.0	3	
6	6.4	7.9	1.38e-02	2.19e-03	6.91e-04	44.0	1	14	8.8	15.9	3.19e-03	4.87e-04	1.59e-04	48.0	1	
6	7.9	10.3	1.47e-02	1.85e-03	7.36e-04	75.0	1	14	15.9	22.7	2.49e-03	4.34e-04	1.25e-04	36.0	1	
6	10.3	14.4	2.02e-02	1.83e-03	1.01e-03	176.0	1	14	33.0	57.0	3.85e-03	3.95e-04	1.93e-04	125.1	2	
6	20.0	36.0	3.24e-02	2.03e-03	1.62e-03	711.0	2	14	57.0	90.0	4.48e-03	3.93e-04	2.24e-04	193.7	2	
6	36.0	56.0	3.42e-02	2.12e-03	1.71e-03	750.6	2	14	90.0	129.0	4.02e-03	3.61e-04	2.01e-04	180.5	2	
6	56.0	80.0	3.88e-02	2.29e-03	1.94e-03	1024.5	2	14	129.0	173.0	3.99e-03	3.67e-04	1.99e-04	167.5	2	
6	80.0	106.0	3.83e-02	2.24e-03	1.92e-03	1093.7	2	14	90.2	109.6	4.96e-03	5.27e-04	2.48e-04	114.0	3	
6	56.6	68.0	3.89e-02	2.58e-03	1.95e-03	532.0	3	14	109.6	141.0	4.38e-03	4.27e-04	2.19e-04	142.0	3	
6	68.0	87.0	4.11e-02	2.51e-03	2.06e-03	825.0	3	14	141.0	180.3	3.66e-03	3.71e-04	1.83e-04	129.0	3	
6	87.0	111.5	3.89e-02	2.34e-03	1.95e-03	882.0	3	14	180.3	222.5	3.67e-03	3.96e-04	1.83e-04	109.0	3	
6	111.5	137.0	3.39e-02	2.17e-03	1.69e-03	625.0	3	15	33.5	177.0	7.14e-05	2.10e-05	3.57e-06	11.9	2	
7	6.6	11.5	2.31e-03	4.85e-04	1.15e-04	24.0	1	15	95.0	233.0	5.35e-05	2.04e-05	2.67e-06	7.0	3	
7	11.5	15.5	3.53e-03	6.69e-04	1.77e-04	30.0	1	16	9.2	24.2	3.77e-04	1.10e-04	1.88e-05	12.0	1	
7	22.0	39.0	4.75e-03	5.12e-04	2.37e-04	109.4	2	16	35.1	61.0	6.84e-04	1.42e-04	3.42e-05	24.5	2	
7	39.0	61.0	5.63e-03	5.28e-04	2.81e-04	158.8	2	16	61.0	97.0	5.11e-04	1.08e-04	2.55e-05	23.6	2	
7	61.0	87.0	5.51e-03	5.09e-04	2.76e-04	166.0	2	16	97.0	186.0	4.27e-04	7.10e-05	2.13e-05	39.7	2	
7	87.0	114.0	7.32e-03	6.51e-04	3.66e-04	185.2	2	16	99.0	242.0	5.65e-04	7.07e-05	2.83e-05	76.0	3	
7	61.0	74.0	5.73e-03	6.71e-04	2.86e-04	89.0	3	17	35.4	189.0	4.83e-05	1.74e-05	2.41e-06	7.8	2	
7	74.0	94.8	6.25e-03	6.19e-04	3.13e-04	137.0	3	17	100.0	246.0	9.47e-05	2.67e-05	4.74e-06	13.0	3	
7	94.8	121.3	6.19e-03	5.93e-04	3.09e-04	150.0	3	18	37.0	197.0	1.10e-04	2.48e-05	5.48e-06	20.6	2	
7	121.3	149.0	6.45e-03	6.55e-04	3.22e-04	128.0	3	18	101.2	251.0	1.61e-04	3.46e-05	8.07e-06	23.0	3	
8	7.1	8.5	2.02e-02	2.80e-03	1.01e-03	60.0	1	19	37.6	202.0	6.34e-05	1.79e-05	3.17e-06	12.9	2	
8	8.5	10.6	1.66e-02	2.10e-03	8.30e-04	74.0	1	19	106.0	262.0	7.41e-05	2.27e-05	3.71e-06	11.0	3	
8	10.6	13.9	2.14e-02	2.05e-03	1.07e-03	150.0	1	20	9.7	26.4	1.41e-04	6.35e-05	7.05e-06	5.0	1	
8	13.9	17.0	2.69e-02	2.43e-03	1.34e-03	177.0	1	20	38.8	108.0	2.86e-04	5.80e-05	1.43e-05	25.8	2	
8	17.1	21.6	2.86e-02	2.58e-03	1.43e-03	177.8	2	20	108.0	208.0	3.51e-04	6.20e-05	1.76e-05	34.8	2	
8	21.6	30.6	3.00e-02	2.17e-03	1.50e-03	365.9	2	20	110.5	275.5	3.38e-04	4.93e-05	1.69e-05	53.0	3	
8	30.6	46.0	3.39e-02	2.14e-03	1.69e-03	679.5	2	21	38.9	211.0	4.71e-05	1.65e-05	2.35e-06	8.3	2	
8	46.0	66.0	3.37e-02	2.03e-03	1.68e-03	876.8	2	21	113.0	281.0	6.31e-05	2.02e-05	3.16e-06	10.0	3	
8	66.0	94.0	3.82e-02	2.19e-03	1.91e-03	1255.8	2	22	39.8	111.0	2.66e-04	5.50e-05	1.33e-05	24.8	2	
8	94.0	125.0	3.53e-02	2.07e-03	1.76e-03	1056.5	2	22	111.0	215.0	2.79e-04	5.24e-05	1.39e-05	30.5	2	
8	65.7	79.8	3.60e-02	2.32e-03	1.80e-03	606.0	3	22	114.0	284.5	2.62e-04	4.26e-05	1.31e-05	42.0	3	
8	79.8	102.5	3.88e-02	2.32e-03	1.94e-03	926.0	3	23	40.4	218.0	1.18e-04	2.52e-05	5.92e-06	23.3	2	
8	102.5	131.3	3.48e-02	2.09e-03	1.74e-03	912.0	3	23	116.0	289.0	1.42e-04	3.04e-05	7.08e-06	23.0	3	
8	131.3	160.3	3.47e-02	2.16e-03	1.73e-03	718.0	3	24	10.3	28.1	1.85e-04	7.06e-05	9.26e-06	7.0	1	
9	25.0	130.0	1.16e-04	3.16e-05	5.80e-06	13.9	2	24	41.1	116.0	3.30e-04	6.01e-05	1.65e-05	32.6	2	
9	70.5	172.5	2.93e-04	5.64e-05	1.46e-05	29.0	3	24	116.0	227.0	2.82e-04	5.14e-05	1.41e-05	32.6	2	
10	7.7	13.7	1.65e-03	3.69e-04	8.25e-05	21.0	1	24	117.5	293.0	2.68e-04	4.26e-05	1.34e-05	44.0	3	
10	13.7	18.7	2.36e-03	4.86e-04	1.18e-04	25.0	1	25	74.0	231.0	1.39e-04	2.84e-05	6.97e-06	25.7	2	
10	27.0	48.0	3.08e-03	3.62e-04	1.54e-04	88.4	2	25	119.0	300.0	1.65e-04	3.24e-05	8.27e-06	28.0	3	
10	48.0	75.0	3.35e-03	3.51e-04	1.68e-04	118.0	2	26	10.7	20.5	1.54e-03	2.83e-04	7.69e-05	32.0	1	
10	75.0	107.0	4.48e-03	4.14e-04	2.24e-04	166.2	2	26	20.5	29.2	1.84e-03	3.29e-04	9.21e-05	34.0	1	
10	107.0	140.0	3.66e-03	3.87e-04	1.83e-04	115.3	2	26	77.0	122.0	3.03e-03	2.75e-04	1.51e-04	173.1	2	
10	74.6	90.5	3.70e-03	4.79e-04	1.85e-04	70.0	3	26	122.0	177.0	2.43e-03	2.31e-04	1.21e-04	151.7	2	
10	90.5	116.2	3.63e-03	4.11e-04	1.82e-04	97.0	3	26	177.0	239.0	1.66e-03	1.87e-04	8.29e-05	97.5	2	
10	116.2	149.0	3.51e-03	3.86e-04	1.75e-04	104.0	3	26	123.7	151.3	2.64e-03	3.16e-04	1.32e-04	85.0	3	
10	149.0	183.0	3.43e-03	4.14e-04	1.71e-04	83.0	3	26	151.3	195.5	2.19e-03	2.47e-04	1.09e-04	98.0	3	
11	7.8	19.6	4.39e-04	1.34e-04	2.20e-05	11.0	1	26	195.5	251.0	1.81e-03	2.14e-04	9.06e-05	87.0	3	
11	28.2	78.0	3.30e-04	7.28e-05	1.65e-05	21.7	2	26	251.0	308.5	1.60e-03	2.18e-04	8.00e-05	62.0	3	
11	78.0	147.0	5.39e-04	9.00e-05	2.69e-05	39.4	2	28	11.3	30.7	1.94e-04	6.94e-05	9.71e-06	8.0	1	
11	79.0	198.0	6.78e-04	8.39e-05	3.39e-05	78.0	3	28	81.0	253.0	1.36e-04	2.74e-05	6.81e-06	26.3	2	
 0       0 	0	0		0		0		0	0	28	120.0	322.0	9.21e-05	2.28e-05	4.60e-06	17.0	3	
